ID,name,normalized_name,price,approximation,quantity_left,category,query_string_ID,market_ID,created_at,updated_at
256768,Kotányi Bobkový list celý 5 g,kotanyi bobkovy list cely 5 g,1.17,0,14,TRVANLIVE_POTRAVINY_VAJCIA,35,2,2024-03-01 11:58:13,2024-03-01 12:04:20
256769,Kotányi Cesnak granulovaný 35 g,kotanyi cesnak granulovany 35 g,1.28,0,19,TRVANLIVE_POTRAVINY_VAJCIA,35,2,2024-03-01 11:58:13,2024-03-01 12:04:20
256770,Kotányi Kôpor krájaný 11 g,kotanyi kopor krajany 11 g,1.17,0,34,TRVANLIVE_POTRAVINY_VAJCIA,35,2,2024-03-01 11:58:13,2024-03-01 12:04:20
256771,Kotányi Petržlenová vňať krájaná 7 g,kotanyi petrzlenova vnat krajana 7 g,1.17,0,7,TRVANLIVE_POTRAVINY_VAJCIA,35,2,2024-03-01 11:58:13,2024-03-01 12:04:20
256772,Kotányi Šafran pravý 0.12 g,kotanyi safran pravy 0.12 g,1.65,0,32,TRVANLIVE_POTRAVINY_VAJCIA,35,2,2024-03-01 11:58:13,2024-03-01 12:04:20
256773,Kotányi Koriander krájané listy 6 g,kotanyi koriander krajane listy 6 g,1.17,0,52,TRVANLIVE_POTRAVINY_VAJCIA,35,2,2024-03-01 11:58:13,2024-03-01 12:04:20
256774,Kotányi Majorán drvený 6 g,kotanyi majoran drveny 6 g,1.17,0,12,TRVANLIVE_POTRAVINY_VAJCIA,35,2,2024-03-01 11:58:13,2024-03-01 12:04:20
256775,Kotányi Čierne korenie celé 20 g,kotanyi cierne korenie cele 20 g,0.81,0,7,TRVANLIVE_POTRAVINY_VAJCIA,35,2,2024-03-01 11:58:13,2024-03-01 12:04:20
256776,Kotányi Čierne korenie mleté 20 g,kotanyi cierne korenie mlete 20 g,0.81,0,17,TRVANLIVE_POTRAVINY_VAJCIA,35,2,2024-03-01 11:58:13,2024-03-01 12:04:20
256777,Kotányi Mlynček Korenie štvorfarebné 35 g,kotanyi mlyncek korenie stvorfarebne 35 g,2.75,0,19,TRVANLIVE_POTRAVINY_VAJCIA,35,2,2024-03-01 11:58:13,2024-03-01 12:04:20
256778,Thymos Marco Polo Nové korenie celé 15 g,thymos marco polo nove korenie cele 15 g,0.73,0,7,TRVANLIVE_POTRAVINY_VAJCIA,35,2,2024-03-01 11:58:13,2024-03-01 12:04:20
256779,Thymos Marco Polo Paprika sladká mletá 20 g,thymos marco polo paprika sladka mleta 20 g,0.46,0,49,TRVANLIVE_POTRAVINY_VAJCIA,35,2,2024-03-01 11:58:13,2024-03-01 12:04:20
256780,Thymos Marco Polo Rasca celá 20 g,thymos marco polo rasca cela 20 g,0.3,0,17,TRVANLIVE_POTRAVINY_VAJCIA,35,2,2024-03-01 11:58:13,2024-03-01 12:04:20
256781,Thymos Marco Polo Rasca drvená 20 g,thymos marco polo rasca drvena 20 g,0.3,0,26,TRVANLIVE_POTRAVINY_VAJCIA,35,2,2024-03-01 11:58:13,2024-03-01 12:04:20
256782,Thymos Marco Polo Bobkový list 5 g,thymos marco polo bobkovy list 5 g,0.38,0,42,TRVANLIVE_POTRAVINY_VAJCIA,35,2,2024-03-01 11:58:13,2024-03-01 12:04:20
256783,Thymos Marco Polo Bobkový list jemne drvený 10 g,thymos marco polo bobkovy list jemne drveny 10 g,0.61,0,12,TRVANLIVE_POTRAVINY_VAJCIA,35,2,2024-03-01 11:58:13,2024-03-01 12:04:20
256784,Thymos Marco Polo Čierne korenie celé 20 g,thymos marco polo cierne korenie cele 20 g,0.87,0,36,TRVANLIVE_POTRAVINY_VAJCIA,35,2,2024-03-01 11:58:13,2024-03-01 12:04:20
256785,Thymos Marco Polo Čierne korenie mleté 20 g,thymos marco polo cierne korenie mlete 20 g,0.46,0,52,TRVANLIVE_POTRAVINY_VAJCIA,35,2,2024-03-01 11:58:13,2024-03-01 12:04:20
256786,Thymos Marco Polo Majorán drvený 5 g,thymos marco polo majoran drveny 5 g,0.29,0,25,TRVANLIVE_POTRAVINY_VAJCIA,35,2,2024-03-01 11:58:13,2024-03-01 12:04:20
256787,Thymos Marco Polo Nové korenie mleté 20 g,thymos marco polo nove korenie mlete 20 g,0.43,0,18,TRVANLIVE_POTRAVINY_VAJCIA,35,2,2024-03-01 11:58:13,2024-03-01 12:04:20
256788,Thymos Marco Polo Škorica mletá 20 g,thymos marco polo skorica mleta 20 g,0.53,0,42,TRVANLIVE_POTRAVINY_VAJCIA,35,2,2024-03-01 11:58:13,2024-03-01 12:04:20
256789,Mäspoma Bobkový list 5 g,maspoma bobkovy list 5 g,0.64,0,102,TRVANLIVE_POTRAVINY_VAJCIA,35,2,2024-03-01 11:58:13,2024-03-01 12:04:20
256790,Mäspoma Korenie čierne celé 20 g,maspoma korenie cierne cele 20 g,0.93,0,40,TRVANLIVE_POTRAVINY_VAJCIA,35,2,2024-03-01 11:58:13,2024-03-01 12:04:20
256791,Mäspoma Korenie štyroch farieb celé 20 g,maspoma korenie styroch farieb cele 20 g,1.04,0,49,TRVANLIVE_POTRAVINY_VAJCIA,35,2,2024-03-01 11:58:13,2024-03-01 12:04:20
256792,Mäspoma Korenie čierne mleté 20 g,maspoma korenie cierne mlete 20 g,0.93,0,38,TRVANLIVE_POTRAVINY_VAJCIA,35,2,2024-03-01 11:58:13,2024-03-01 12:04:20
256793,Mäspoma Oregano 7 g,maspoma oregano 7 g,0.58,0,20,TRVANLIVE_POTRAVINY_VAJCIA,35,2,2024-03-01 11:58:13,2024-03-01 12:04:20
256794,Mäspoma Paprika sladká mletá lahôdková 25 g,maspoma paprika sladka mleta lahodkova 25 g,0.93,0,59,TRVANLIVE_POTRAVINY_VAJCIA,35,2,2024-03-01 11:58:13,2024-03-01 12:04:20
256795,Mäspoma Rasca celá 25 g,maspoma rasca cela 25 g,0.81,0,37,TRVANLIVE_POTRAVINY_VAJCIA,35,2,2024-03-01 11:58:13,2024-03-01 12:04:20
256796,Mäspoma Rasca mletá 25 g,maspoma rasca mleta 25 g,0.64,0,28,TRVANLIVE_POTRAVINY_VAJCIA,35,2,2024-03-01 11:58:13,2024-03-01 12:04:20
256797,Mäspoma Sezamové semienka 30 g,maspoma sezamove semienka 30 g,0.93,0,25,TRVANLIVE_POTRAVINY_VAJCIA,35,2,2024-03-01 11:58:13,2024-03-01 12:04:20
256798,Mäspoma Škorica mletá 20 g,maspoma skorica mleta 20 g,0.64,0,41,TRVANLIVE_POTRAVINY_VAJCIA,35,2,2024-03-01 11:58:13,2024-03-01 12:04:20
256799,Mäspoma Zázvor mletý 20 g,maspoma zazvor mlety 20 g,0.81,0,19,TRVANLIVE_POTRAVINY_VAJCIA,35,2,2024-03-01 11:58:13,2024-03-01 12:04:20
256800,Kotányi Oregano drvené 8 g,kotanyi oregano drvene 8 g,1.17,0,6,TRVANLIVE_POTRAVINY_VAJCIA,35,2,2024-03-01 11:58:13,2024-03-01 12:04:20
256801,Stockwell & Co. Čierne korenie celé 14 g,stockwell & co. cierne korenie cele 14 g,0.3,0,95,TRVANLIVE_POTRAVINY_VAJCIA,35,2,2024-03-01 11:58:13,2024-03-01 12:04:20
256802,Stockwell & Co. Majorán 8 g,stockwell & co. majoran 8 g,0.32,0,49,TRVANLIVE_POTRAVINY_VAJCIA,35,2,2024-03-01 11:58:13,2024-03-01 12:04:20
256803,Stockwell & Co. Bobkový list 5 g,stockwell & co. bobkovy list 5 g,0.2,0,43,TRVANLIVE_POTRAVINY_VAJCIA,35,2,2024-03-01 11:58:13,2024-03-01 12:04:20
256804,Stockwell & Co. Čierne korenie mleté 20 g,stockwell & co. cierne korenie mlete 20 g,0.32,0,139,TRVANLIVE_POTRAVINY_VAJCIA,35,2,2024-03-01 11:58:13,2024-03-01 12:04:20
256805,Stockwell & Co. Bazalka 10 g,stockwell & co. bazalka 10 g,0.32,0,15,TRVANLIVE_POTRAVINY_VAJCIA,35,2,2024-03-01 11:58:13,2024-03-01 12:04:20
256806,Stockwell & Co. Oregano 10 g,stockwell & co. oregano 10 g,0.32,0,35,TRVANLIVE_POTRAVINY_VAJCIA,35,2,2024-03-01 11:58:13,2024-03-01 12:04:20
256807,Thymos Aníz celý 20 g,thymos aniz cely 20 g,0.52,0,27,TRVANLIVE_POTRAVINY_VAJCIA,35,2,2024-03-01 11:58:13,2024-03-01 12:04:20
256808,Thymos Nové korenie celé 15 g,thymos nove korenie cele 15 g,0.7,0,12,TRVANLIVE_POTRAVINY_VAJCIA,35,2,2024-03-01 11:58:13,2024-03-01 12:04:20
256809,Thymos Paprika sladká mletá 25 g,thymos paprika sladka mleta 25 g,0.6,0,21,TRVANLIVE_POTRAVINY_VAJCIA,35,2,2024-03-01 11:58:13,2024-03-01 12:04:20
256810,Thymos Petržlenová vňať sušená 9 g,thymos petrzlenova vnat susena 9 g,0.7,0,13,TRVANLIVE_POTRAVINY_VAJCIA,35,2,2024-03-01 11:58:13,2024-03-01 12:04:20
256811,Thymos Rímska rasca mletá 20 g,thymos rimska rasca mleta 20 g,0.92,0,20,TRVANLIVE_POTRAVINY_VAJCIA,35,2,2024-03-01 11:58:13,2024-03-01 12:04:20
256812,Thymos Škorica celá 12 g,thymos skorica cela 12 g,0.52,0,18,TRVANLIVE_POTRAVINY_VAJCIA,35,2,2024-03-01 11:58:13,2024-03-01 12:04:20
256813,Thymos Škorica mletá 25 g,thymos skorica mleta 25 g,0.7,0,27,TRVANLIVE_POTRAVINY_VAJCIA,35,2,2024-03-01 11:58:13,2024-03-01 12:04:20
256814,Thymos Marco Polo Biele korenie mleté 20 g,thymos marco polo biele korenie mlete 20 g,0.92,0,6,TRVANLIVE_POTRAVINY_VAJCIA,35,2,2024-03-01 11:58:13,2024-03-01 12:04:20
256815,Thymos Bobkový list celý 5 g,thymos bobkovy list cely 5 g,0.7,0,19,TRVANLIVE_POTRAVINY_VAJCIA,35,2,2024-03-01 11:58:13,2024-03-01 12:04:20
256816,Thymos Cesnak sušený granulovaný 28 g,thymos cesnak suseny granulovany 28 g,0.7,0,44,TRVANLIVE_POTRAVINY_VAJCIA,35,2,2024-03-01 11:58:13,2024-03-01 12:04:20
256817,Thymos Cibuľa sušená 15 g,thymos cibula susena 15 g,0.81,0,16,TRVANLIVE_POTRAVINY_VAJCIA,35,2,2024-03-01 11:58:13,2024-03-01 12:04:20
256818,Thymos Čierne korenie celé 20 g,thymos cierne korenie cele 20 g,0.81,0,15,TRVANLIVE_POTRAVINY_VAJCIA,35,2,2024-03-01 11:58:13,2024-03-01 12:04:20
256819,Thymos Čierne korenie mleté 20 g,thymos cierne korenie mlete 20 g,0.81,0,36,TRVANLIVE_POTRAVINY_VAJCIA,35,2,2024-03-01 11:58:13,2024-03-01 12:04:20
256820,Thymos Chilli papričky celé 5 g,thymos chilli papricky cele 5 g,0.7,0,15,TRVANLIVE_POTRAVINY_VAJCIA,35,2,2024-03-01 11:58:13,2024-03-01 12:04:20
256821,Thymos Chilli papričky drvené 8 g,thymos chilli papricky drvene 8 g,0.81,0,15,TRVANLIVE_POTRAVINY_VAJCIA,35,2,2024-03-01 11:58:13,2024-03-01 12:04:20
256822,Thymos Fenikel celý 20 g,thymos fenikel cely 20 g,0.52,0,24,TRVANLIVE_POTRAVINY_VAJCIA,35,2,2024-03-01 11:58:13,2024-03-01 12:04:20
256823,Thymos Klinček celý 20 g,thymos klincek cely 20 g,0.92,0,7,TRVANLIVE_POTRAVINY_VAJCIA,35,2,2024-03-01 11:58:13,2024-03-01 12:04:20
256824,Thymos Kôpor sušený drvený 9 g,thymos kopor suseny drveny 9 g,0.7,0,36,TRVANLIVE_POTRAVINY_VAJCIA,35,2,2024-03-01 11:58:13,2024-03-01 12:04:20
256825,Thymos Korenie štyroch farieb 20 g,thymos korenie styroch farieb 20 g,0.92,0,10,TRVANLIVE_POTRAVINY_VAJCIA,35,2,2024-03-01 11:58:13,2024-03-01 12:04:20
256826,Thymos Magyar paprika sladká - mletá 30 g,thymos magyar paprika sladka - mleta 30 g,0.7,0,10,TRVANLIVE_POTRAVINY_VAJCIA,35,2,2024-03-01 11:58:13,2024-03-01 12:04:20
256827,Thymos Magyar paprika sladká mletá 100 g,thymos magyar paprika sladka mleta 100 g,1.99,0,13,TRVANLIVE_POTRAVINY_VAJCIA,35,2,2024-03-01 11:58:13,2024-03-01 12:04:20
256828,Thymos Majorán sušený drvený 6 g,thymos majoran suseny drveny 6 g,0.7,0,15,TRVANLIVE_POTRAVINY_VAJCIA,35,2,2024-03-01 11:58:13,2024-03-01 12:04:20
256829,Thymos Mlynček čierne korenie celé 47 g,thymos mlyncek cierne korenie cele 47 g,2.1,0,24,TRVANLIVE_POTRAVINY_VAJCIA,35,2,2024-03-01 11:58:13,2024-03-01 12:04:20
256830,Thymos Mlynček korenie 4 farieb 40 g,thymos mlyncek korenie 4 farieb 40 g,2.1,0,10,TRVANLIVE_POTRAVINY_VAJCIA,35,2,2024-03-01 11:58:13,2024-03-01 12:04:20
256831,Thymos Muškátový orech mletý 20 g,thymos muskatovy orech mlety 20 g,0.81,0,11,TRVANLIVE_POTRAVINY_VAJCIA,35,2,2024-03-01 11:58:13,2024-03-01 12:04:20
256832,Thymos Oregano sušené drvené 9 g,thymos oregano susene drvene 9 g,0.7,0,32,TRVANLIVE_POTRAVINY_VAJCIA,35,2,2024-03-01 11:58:13,2024-03-01 12:04:20
256833,Thymos Paprika špeciál sladká - mletá 30 g,thymos paprika special sladka - mleta 30 g,0.7,0,33,TRVANLIVE_POTRAVINY_VAJCIA,35,2,2024-03-01 11:58:13,2024-03-01 12:04:20
256834,Thymos Paprika údená sladká mletá 25 g,thymos paprika udena sladka mleta 25 g,0.81,0,18,TRVANLIVE_POTRAVINY_VAJCIA,35,2,2024-03-01 11:58:13,2024-03-01 12:04:20
256835,Thymos Pažítka sušená krájaná 7 g,thymos pazitka susena krajana 7 g,0.52,0,23,TRVANLIVE_POTRAVINY_VAJCIA,35,2,2024-03-01 11:58:13,2024-03-01 12:04:20
256836,Thymos Rasca mletá 80 g,thymos rasca mleta 80 g,1.99,0,15,TRVANLIVE_POTRAVINY_VAJCIA,35,2,2024-03-01 11:58:13,2024-03-01 12:04:20
256837,Thymos Rozmarín sušený drvený 15 g,thymos rozmarin suseny drveny 15 g,0.52,0,22,TRVANLIVE_POTRAVINY_VAJCIA,35,2,2024-03-01 11:58:13,2024-03-01 12:04:20
256838,Thymos Škorica cejlónska mletá 15 g,thymos skorica cejlonska mleta 15 g,0.92,0,15,TRVANLIVE_POTRAVINY_VAJCIA,35,2,2024-03-01 11:58:13,2024-03-01 12:04:20
256839,Thymos Smažená cibuľa 50 g,thymos smazena cibula 50 g,1.17,0,7,TRVANLIVE_POTRAVINY_VAJCIA,35,2,2024-03-01 11:58:13,2024-03-01 12:04:20
256840,Thymos Tymian sušený drvený 9 g,thymos tymian suseny drveny 9 g,0.7,0,22,TRVANLIVE_POTRAVINY_VAJCIA,35,2,2024-03-01 11:58:13,2024-03-01 12:04:20
256841,Vitana Čierne korenie celé 18 g,vitana cierne korenie cele 18 g,1.04,0,27,TRVANLIVE_POTRAVINY_VAJCIA,35,2,2024-03-01 11:58:13,2024-03-01 12:04:20
256842,Vitana Čierne korenie mleté 18 g,vitana cierne korenie mlete 18 g,1.04,0,16,TRVANLIVE_POTRAVINY_VAJCIA,35,2,2024-03-01 11:58:13,2024-03-01 12:04:20
256843,Vitana Paprika sladká mletá 23 g,vitana paprika sladka mleta 23 g,1.04,0,21,TRVANLIVE_POTRAVINY_VAJCIA,35,2,2024-03-01 11:58:13,2024-03-01 12:04:20
256844,Vitana Rasca drvená 28 g,vitana rasca drvena 28 g,0.88,0,8,TRVANLIVE_POTRAVINY_VAJCIA,35,2,2024-03-01 11:58:13,2024-03-01 12:04:20
256845,Vitana Škorica mletá 23 g,vitana skorica mleta 23 g,1.04,0,11,TRVANLIVE_POTRAVINY_VAJCIA,35,2,2024-03-01 11:58:13,2024-03-01 12:04:20
256846,Kotányi Zelené korenie celé 12 g,kotanyi zelene korenie cele 12 g,1.17,0,17,TRVANLIVE_POTRAVINY_VAJCIA,35,2,2024-03-01 11:58:13,2024-03-01 12:04:20
256847,Kotányi Rasca celá 28 g,kotanyi rasca cela 28 g,1.39,0,15,TRVANLIVE_POTRAVINY_VAJCIA,35,2,2024-03-01 11:58:13,2024-03-01 12:04:20
256848,Kotányi Rasca mletá 28 g,kotanyi rasca mleta 28 g,1.39,0,14,TRVANLIVE_POTRAVINY_VAJCIA,35,2,2024-03-01 11:58:13,2024-03-01 12:04:20
256849,Kotányi Nové korenie celé 15 g,kotanyi nove korenie cele 15 g,1.17,0,28,TRVANLIVE_POTRAVINY_VAJCIA,35,2,2024-03-01 11:58:13,2024-03-01 12:04:20
256850,Kotányi Pažítka krájaná 5 g,kotanyi pazitka krajana 5 g,1.17,0,26,TRVANLIVE_POTRAVINY_VAJCIA,35,2,2024-03-01 11:58:13,2024-03-01 12:04:20
256851,Kotányi Škorica mletá 25 g,kotanyi skorica mleta 25 g,1.17,0,23,TRVANLIVE_POTRAVINY_VAJCIA,35,2,2024-03-01 11:58:13,2024-03-01 12:04:20
256852,Kotányi Citrónová kôra krájaná sušená 14 g,kotanyi citronova kora krajana susena 14 g,1.04,0,15,TRVANLIVE_POTRAVINY_VAJCIA,35,2,2024-03-01 11:58:13,2024-03-01 12:04:20
256853,Kotányi Bazalka drvená 9 g,kotanyi bazalka drvena 9 g,1.17,0,31,TRVANLIVE_POTRAVINY_VAJCIA,35,2,2024-03-01 11:58:13,2024-03-01 12:04:20
256854,Kotányi Rozmarín mletý 18 g,kotanyi rozmarin mlety 18 g,1.17,0,33,TRVANLIVE_POTRAVINY_VAJCIA,35,2,2024-03-01 11:58:13,2024-03-01 12:04:20
256855,Kotányi Paprika špeciál sladká mletá 25 g,kotanyi paprika special sladka mleta 25 g,1.17,0,17,TRVANLIVE_POTRAVINY_VAJCIA,35,2,2024-03-01 11:58:13,2024-03-01 12:04:20
256856,Kotányi Paprika štipľavá mletá 25 g,kotanyi paprika stiplava mleta 25 g,1.17,0,28,TRVANLIVE_POTRAVINY_VAJCIA,35,2,2024-03-01 11:58:13,2024-03-01 12:04:20
256857,Kotányi Klinček celý 14 g,kotanyi klincek cely 14 g,1.1,0,19,TRVANLIVE_POTRAVINY_VAJCIA,35,2,2024-03-01 11:58:13,2024-03-01 12:04:20
256858,Kotányi Tymian drvený 14 g,kotanyi tymian drveny 14 g,1.17,0,25,TRVANLIVE_POTRAVINY_VAJCIA,35,2,2024-03-01 11:58:13,2024-03-01 12:04:20
256859,Kotányi Borievky celé 20 g,kotanyi borievky cele 20 g,1.17,0,13,TRVANLIVE_POTRAVINY_VAJCIA,35,2,2024-03-01 11:58:13,2024-03-01 12:04:20
256860,Kotányi Paprika sladká mletá špeciál 100 g,kotanyi paprika sladka mleta special 100 g,2.54,0,10,TRVANLIVE_POTRAVINY_VAJCIA,35,2,2024-03-01 11:58:13,2024-03-01 12:04:20
256861,Kotányi Mlynček Korenie čierne 36 g,kotanyi mlyncek korenie cierne 36 g,2.75,0,12,TRVANLIVE_POTRAVINY_VAJCIA,35,2,2024-03-01 11:58:13,2024-03-01 12:04:20
256862,Kotányi Škorica celá 17 g,kotanyi skorica cela 17 g,1.28,0,7,TRVANLIVE_POTRAVINY_VAJCIA,35,2,2024-03-01 11:58:13,2024-03-01 12:04:20
256863,MAGGI Tekuté Korenie 160 ml,maggi tekute korenie 160 ml,1.49,0,37,TRVANLIVE_POTRAVINY_VAJCIA,35,2,2024-03-01 11:58:13,2024-03-01 12:04:20
256864,Kotányi Zázvor mletý 22 g,kotanyi zazvor mlety 22 g,1.17,0,22,TRVANLIVE_POTRAVINY_VAJCIA,35,2,2024-03-01 11:58:13,2024-03-01 12:04:20
256865,Kotányi Štvorfarebné korenie celé 16 g,kotanyi stvorfarebne korenie cele 16 g,1.17,0,8,TRVANLIVE_POTRAVINY_VAJCIA,35,2,2024-03-01 11:58:13,2024-03-01 12:04:20
256866,Kotányi Rasca drvená 25 g,kotanyi rasca drvena 25 g,1.17,0,33,TRVANLIVE_POTRAVINY_VAJCIA,35,2,2024-03-01 11:58:13,2024-03-01 12:04:20
256867,Kotányi Badián celý 8 g,kotanyi badian cely 8 g,1.17,0,10,TRVANLIVE_POTRAVINY_VAJCIA,35,2,2024-03-01 11:58:13,2024-03-01 12:04:20
256868,Thymos Marco Polo Paprika štipľavá mletá 30 g,thymos marco polo paprika stiplava mleta 30 g,0.73,0,34,TRVANLIVE_POTRAVINY_VAJCIA,35,2,2024-03-01 11:58:13,2024-03-01 12:04:20
256869,Kucharek Sójová omáčka 185 ml,kucharek sojova omacka 185 ml,1.5,0,19,TRVANLIVE_POTRAVINY_VAJCIA,35,2,2024-03-01 11:58:13,2024-03-01 12:04:20
256870,Kucharek Worcesterská omáčka 185 ml,kucharek worcesterska omacka 185 ml,1.5,0,5,TRVANLIVE_POTRAVINY_VAJCIA,35,2,2024-03-01 11:58:13,2024-03-01 12:04:20
256871,Thymos Podunajská paprika sladká mletá 75 g + 7.5 g,thymos podunajska paprika sladka mleta 75 g + 7.5 g,1.76,0,22,TRVANLIVE_POTRAVINY_VAJCIA,35,2,2024-03-01 11:58:13,2024-03-01 12:04:20
256872,Thymos Medvedí cesnak sušený 5 g,thymos medvedi cesnak suseny 5 g,1.02,0,14,TRVANLIVE_POTRAVINY_VAJCIA,35,2,2024-03-01 11:58:13,2024-03-01 12:04:20
256873,Kotányi Mlynček Čili Bird's Eye 24 g,kotanyi mlyncek cili bird's eye 24 g,3.5,0,7,TRVANLIVE_POTRAVINY_VAJCIA,35,2,2024-03-01 11:58:13,2024-03-01 12:04:20
256874,Kotányi Mlynček Cesnak sušený granulovaný 48 g,kotanyi mlyncek cesnak suseny granulovany 48 g,2.75,0,10,TRVANLIVE_POTRAVINY_VAJCIA,35,2,2024-03-01 11:58:13,2024-03-01 12:04:20
256875,Mäspoma Paprika sladká údená 25 g,maspoma paprika sladka udena 25 g,0.93,0,24,TRVANLIVE_POTRAVINY_VAJCIA,35,2,2024-03-01 11:58:13,2024-03-01 12:04:20
256876,Vitana Badián celý 5 ks,vitana badian cely 5 ks,1.17,0,23,TRVANLIVE_POTRAVINY_VAJCIA,35,2,2024-03-01 11:58:13,2024-03-01 12:04:20
256877,Vitana Badián mletý 13 g,vitana badian mlety 13 g,1.17,0,36,TRVANLIVE_POTRAVINY_VAJCIA,35,2,2024-03-01 11:58:13,2024-03-01 12:04:20
256878,Vitana Škorica celá 10 g,vitana skorica cela 10 g,1.04,0,95,TRVANLIVE_POTRAVINY_VAJCIA,35,2,2024-03-01 11:58:13,2024-03-01 12:04:20
256879,Vitana Citrónová kôra mletá 13 g,vitana citronova kora mleta 13 g,1.17,0,18,TRVANLIVE_POTRAVINY_VAJCIA,35,2,2024-03-01 11:58:13,2024-03-01 12:04:20
256880,Vitana Fenikel celý 23 g,vitana fenikel cely 23 g,1.04,0,24,TRVANLIVE_POTRAVINY_VAJCIA,35,2,2024-03-01 11:58:13,2024-03-01 12:04:20
256881,Vitana Klinček celý 18 g,vitana klincek cely 18 g,1.76,0,23,TRVANLIVE_POTRAVINY_VAJCIA,35,2,2024-03-01 11:58:13,2024-03-01 12:04:20
256882,Vitana Sezamové semienko 28 g,vitana sezamove semienko 28 g,1.17,0,22,TRVANLIVE_POTRAVINY_VAJCIA,35,2,2024-03-01 11:58:13,2024-03-01 12:04:20
256883,Vitana Oregano drvené sušené 8 g,vitana oregano drvene susene 8 g,0.93,0,14,TRVANLIVE_POTRAVINY_VAJCIA,35,2,2024-03-01 11:58:13,2024-03-01 12:04:20
256884,Vitana Pažítka krájaná 3 g,vitana pazitka krajana 3 g,0.93,0,8,TRVANLIVE_POTRAVINY_VAJCIA,35,2,2024-03-01 11:58:13,2024-03-01 12:04:20
256885,Mäspoma Majorán 7 g,maspoma majoran 7 g,0.7,0,33,TRVANLIVE_POTRAVINY_VAJCIA,35,2,2024-03-01 11:58:13,2024-03-01 12:04:20
256886,Thymos Chilli papričky Jalapeño drvené 8 g,thymos chilli papricky jalapeno drvene 8 g,0.92,0,19,TRVANLIVE_POTRAVINY_VAJCIA,35,2,2024-03-01 11:58:13,2024-03-01 12:04:20
256887,Thymos Kajenská paprika mletá 25 g,thymos kajenska paprika mleta 25 g,0.58,0,14,TRVANLIVE_POTRAVINY_VAJCIA,35,2,2024-03-01 11:58:13,2024-03-01 12:04:20
256888,Kotányi Rímska rasca celá 25 g,kotanyi rimska rasca cela 25 g,1.17,0,34,TRVANLIVE_POTRAVINY_VAJCIA,35,2,2024-03-01 11:58:13,2024-03-01 12:04:20
256889,Thymos Ligurček sušený drvený 9 g,thymos ligurcek suseny drveny 9 g,0.7,0,13,TRVANLIVE_POTRAVINY_VAJCIA,35,2,2024-03-01 11:58:13,2024-03-01 12:04:20
256890,Kotányi Cibuľa granulovaná 22 g,kotanyi cibula granulovana 22 g,1.28,0,13,TRVANLIVE_POTRAVINY_VAJCIA,35,2,2024-03-01 11:58:13,2024-03-01 12:04:20
256891,Thymos Marco Polo Klinček celý 20 g,thymos marco polo klincek cely 20 g,0.92,0,6,TRVANLIVE_POTRAVINY_VAJCIA,35,2,2024-03-01 11:58:13,2024-03-01 12:04:20
256892,Thymos Ľanové semienka celé 30 g,thymos lanove semienka cele 30 g,0.81,0,6,TRVANLIVE_POTRAVINY_VAJCIA,35,2,2024-03-01 11:58:13,2024-03-01 12:04:20
256893,Thymos Rímska rasca celá 20 g,thymos rimska rasca cela 20 g,0.92,0,10,TRVANLIVE_POTRAVINY_VAJCIA,35,2,2024-03-01 11:58:13,2024-03-01 12:04:20
256894,Thymos Borievky celé 20 g,thymos borievky cele 20 g,1.39,0,19,TRVANLIVE_POTRAVINY_VAJCIA,35,2,2024-03-01 11:58:13,2024-03-01 12:04:20
256895,Thymos Zelené korenie celé 12 g,thymos zelene korenie cele 12 g,0.92,0,21,TRVANLIVE_POTRAVINY_VAJCIA,35,2,2024-03-01 11:58:13,2024-03-01 12:04:20
256896,Thymos Chilli údené mleté 25 g,thymos chilli udene mlete 25 g,0.81,0,27,TRVANLIVE_POTRAVINY_VAJCIA,35,2,2024-03-01 11:58:13,2024-03-01 12:04:20
256897,Thymos Muškátový kvet mletý 13 g,thymos muskatovy kvet mlety 13 g,2.76,0,72,TRVANLIVE_POTRAVINY_VAJCIA,35,2,2024-03-01 11:58:13,2024-03-01 12:04:20
256898,Thymos Klinček mletý 20 g,thymos klincek mlety 20 g,0.92,0,13,TRVANLIVE_POTRAVINY_VAJCIA,35,2,2024-03-01 11:58:13,2024-03-01 12:04:20
256899,Thymos Vanilka mletá 5 g,thymos vanilka mleta 5 g,3.72,0,21,TRVANLIVE_POTRAVINY_VAJCIA,35,2,2024-03-01 11:58:13,2024-03-01 12:04:20
256900,Thymos Sezamové semienka čierne 30 g,thymos sezamove semienka cierne 30 g,0.92,0,25,TRVANLIVE_POTRAVINY_VAJCIA,35,2,2024-03-01 11:58:13,2024-03-01 12:04:20
256901,Thymos Estragón sušený drvený 7 g,thymos estragon suseny drveny 7 g,0.81,0,15,TRVANLIVE_POTRAVINY_VAJCIA,35,2,2024-03-01 11:58:13,2024-03-01 12:04:20
256902,Thymos Badián celý 5 g,thymos badian cely 5 g,0.7,0,16,TRVANLIVE_POTRAVINY_VAJCIA,35,2,2024-03-01 11:58:13,2024-03-01 12:04:20
256903,Thymos Muškátový orech celý 10 g,thymos muskatovy orech cely 10 g,0.92,0,15,TRVANLIVE_POTRAVINY_VAJCIA,35,2,2024-03-01 11:58:13,2024-03-01 12:04:20
256904,Thymos Bazalka sušená drvená 9 g,thymos bazalka susena drvena 9 g,0.7,0,51,TRVANLIVE_POTRAVINY_VAJCIA,35,2,2024-03-01 11:58:13,2024-03-01 12:04:20
